SOURCE LANGUAGE,TARGET LANGUAGE,TRANSLATION ENGINE,IS PREFERRED ENGINE?
ar,ceb,Yandex,False
ar,cs,Yandex,False
ar,cv,Yandex,False
ar,cy,Yandex,False
ar,da,Yandex,False
ar,de,Yandex,False
ar,el,Yandex,False
ar,en,Yandex,False
ar,eo,Yandex,False
ar,es,Yandex,False
ar,et,Yandex,False
ar,eu,Yandex,False
ar,fa,Yandex,False
ar,fi,Yandex,False
ar,fr,Yandex,False
ar,ga,Yandex,False
ar,gd,Yandex,False
ar,gl,Yandex,False
ar,gu,Yandex,False
ar,he,Yandex,False
ar,hi,Yandex,False
ar,hr,Yandex,False
ar,ht,Yandex,False
ar,hu,Yandex,False
ar,hy,Yandex,False
ar,id,Yandex,False
ar,is,Yandex,False
ar,it,Yandex,False
ar,ja,Yandex,False
ar,jv,Yandex,False
ar,ka,Yandex,False
ar,kk,Yandex,False
ar,km,Yandex,False
ar,kn,Yandex,False
ar,ko,Yandex,False
ar,ky,Yandex,False
ar,la,Yandex,False
ar,lb,Yandex,False
ar,lo,Yandex,False
ar,lt,Yandex,False
ar,lv,Yandex,False
ar,mi,Yandex,False
ar,mg,Yandex,False
ar,mhr,Yandex,False
ar,ml,Yandex,False
ar,mk,Yandex,False
ar,mn,Yandex,False
ar,mrj,Yandex,False
ar,mr,Yandex,False
ar,ms,Yandex,False
ar,mt,Yandex,False
ar,my,Yandex,False
ar,nb,Yandex,False
ar,ne,Yandex,False
ar,nl,Yandex,False
ar,pa,Yandex,False
ar,pap,Yandex,False
ar,pl,Yandex,False
ar,pt,Yandex,False
ar,ro,Yandex,False
ar,ru,Yandex,False
ar,sah,Yandex,False
ar,sh,Yandex,False
ar,si,Yandex,False
ar,simple,Yandex,False
ar,sk,Yandex,False
ar,sl,Yandex,False
ar,sq,Yandex,False
ar,sr,Yandex,False
ar,su,Yandex,False
ar,sv,Yandex,False
ar,sw,Yandex,False
ar,ta,Yandex,False
ar,te,Yandex,False
ar,tg,Yandex,False
ar,th,Yandex,False
ar,tl,Yandex,False
ar,tr,Yandex,False
ar,tt,Yandex,False
ar,udm,Yandex,False
ar,uk,Yandex,False
ar,ur,Yandex,False
ar,uz,Yandex,False
ar,vi,Yandex,False
ar,wuu,Yandex,False
ar,xh,Yandex,False
ar,yi,Yandex,False
ar,zh,Yandex,False
az,af,Yandex,False
az,am,Yandex,False
az,ar,Yandex,False
az,ba,Yandex,False
az,be,Yandex,False
az,be-tarask,Yandex,False
az,bn,Yandex,False
az,bg,Yandex,False
az,bs,Yandex,False
az,ca,Yandex,False
az,ceb,Yandex,False
az,cs,Yandex,False
az,cv,Yandex,False
az,cy,Yandex,False
az,da,Yandex,False
az,de,Yandex,False
az,el,Yandex,False
az,en,Yandex,False
az,eo,Yandex,False
az,es,Yandex,False
az,et,Yandex,False
az,eu,Yandex,False
az,fa,Yandex,False
az,fi,Yandex,False
az,fr,Yandex,False
az,ga,Yandex,False
az,gd,Yandex,False
az,gl,Yandex,False
az,gu,Yandex,False
az,he,Yandex,False
az,hi,Yandex,False
az,hr,Yandex,False
az,ht,Yandex,False
az,hu,Yandex,False
az,hy,Yandex,False
az,id,Yandex,False
az,is,Yandex,False
az,it,Yandex,False
az,ja,Yandex,False
az,jv,Yandex,False
az,ka,Yandex,False
az,kk,Yandex,False
az,km,Yandex,False
az,kn,Yandex,False
az,ko,Yandex,False
az,ky,Yandex,False
az,la,Yandex,False
az,lb,Yandex,False
az,lo,Yandex,False
az,lt,Yandex,False
az,lv,Yandex,False
az,mi,Yandex,False
az,mg,Yandex,False
az,mhr,Yandex,False
az,ml,Yandex,False
az,mk,Yandex,False
az,mn,Yandex,False
az,mrj,Yandex,False
az,mr,Yandex,False
az,ms,Yandex,False
az,mt,Yandex,False
az,my,Yandex,False
az,nb,Yandex,False
az,ne,Yandex,False
az,nl,Yandex,False
az,pa,Yandex,False
az,pap,Yandex,False
az,pl,Yandex,False
az,pt,Yandex,False
az,ro,Yandex,False
az,ru,Yandex,False
az,sah,Yandex,False
az,sh,Yandex,False
az,si,Yandex,False
az,simple,Yandex,False
az,sk,Yandex,False
az,sl,Yandex,False
az,sq,Yandex,False
az,sr,Yandex,False
az,su,Yandex,False
az,sv,Yandex,False
az,sw,Yandex,False
az,ta,Yandex,False
az,te,Yandex,False
az,tg,Yandex,False
az,th,Yandex,False
az,tl,Yandex,False
az,tr,Yandex,False
az,tt,Yandex,False
az,udm,Yandex,False
az,uk,Yandex,False
az,ur,Yandex,False
az,uz,Yandex,False
az,vi,Yandex,False
az,wuu,Yandex,False
az,xh,Yandex,False
az,yi,Yandex,False
az,zh,Yandex,False
ba,af,Yandex,False
ba,am,Yandex,False
ba,ar,Yandex,False
ba,az,Yandex,False
ba,be,Yandex,False
ba,be-tarask,Yandex,False
ba,bn,Yandex,False
ba,bg,Yandex,False
ba,bs,Yandex,False
ba,ca,Yandex,False
ba,ceb,Yandex,False
ba,cs,Yandex,False
ba,cv,Yandex,False
ba,cy,Yandex,False
ba,da,Yandex,False
ba,de,Yandex,False
ba,el,Yandex,False
ba,en,Yandex,False
ba,eo,Yandex,False
ba,es,Yandex,False
ba,et,Yandex,False
ba,eu,Yandex,False
ba,fa,Yandex,False
ba,fi,Yandex,False
ba,fr,Yandex,False
ba,ga,Yandex,False
ba,gd,Yandex,False
ba,gl,Yandex,False
ba,gu,Yandex,False
ba,he,Yandex,False
ba,hi,Yandex,False
ba,hr,Yandex,False
ba,ht,Yandex,False
ba,hu,Yandex,False
ba,hy,Yandex,False
ba,id,Yandex,False
ba,is,Yandex,False
ba,it,Yandex,False
ba,ja,Yandex,False
ba,jv,Yandex,False
ba,ka,Yandex,False
ba,kk,Yandex,False
ba,km,Yandex,False
ba,kn,Yandex,False
ba,ko,Yandex,False
ba,ky,Yandex,False
ba,la,Yandex,False
ba,lb,Yandex,False
ba,lo,Yandex,False
ba,lt,Yandex,False
ba,lv,Yandex,False
ba,mi,Yandex,False
ba,mg,Yandex,False
ba,mhr,Yandex,False
ba,ml,Yandex,False
ba,mk,Yandex,False
ba,mn,Yandex,False
ba,mrj,Yandex,False
ba,mr,Yandex,False
ba,ms,Yandex,False
ba,mt,Yandex,False
ba,my,Yandex,False
ba,nb,Yandex,False
ba,ne,Yandex,False
ba,nl,Yandex,False
ba,pa,Yandex,False
ba,pap,Yandex,False
ba,pl,Yandex,False
ba,pt,Yandex,False
ba,ro,Yandex,False
ba,ru,Yandex,False
ba,sah,Yandex,False
ba,sh,Yandex,False
ba,si,Yandex,False
ba,simple,Yandex,False
ba,sk,Yandex,False
ba,sl,Yandex,False
ba,sq,Yandex,False
ba,sr,Yandex,False
ba,su,Yandex,False
ba,sv,Yandex,False
ba,sw,Yandex,False
ba,ta,Yandex,False
ba,te,Yandex,False
ba,tg,Yandex,False
ba,th,Yandex,False
ba,tl,Yandex,False
ba,tr,Yandex,False
ba,tt,Yandex,False
ba,udm,Yandex,False
ba,uk,Yandex,False
ba,ur,Yandex,False
ba,uz,Yandex,False
ba,vi,Yandex,False
ba,wuu,Yandex,False
ba,xh,Yandex,False
ba,yi,Yandex,False
ba,zh,Yandex,False
be,af,Yandex,False
be,am,Yandex,False
be,ar,Yandex,False
be,az,Yandex,False
be,ba,Yandex,False
be,be-tarask,Yandex,False
be,bn,Yandex,False
be,bg,Yandex,False
be,bs,Yandex,False
be,ca,Yandex,False
be,ceb,Yandex,False
be,cs,Yandex,False
be,cv,Yandex,False
be,cy,Yandex,False
be,da,Yandex,False
be,de,Yandex,False
be,el,Yandex,False
be,en,Yandex,False
be,eo,Yandex,False
be,es,Yandex,False
be,et,Yandex,False
be,eu,Yandex,False
be,fa,Yandex,False
be,fi,Yandex,False
be,fr,Yandex,False
be,ga,Yandex,False
be,gd,Yandex,False
be,gl,Yandex,False
be,gu,Yandex,False
be,he,Yandex,False
be,hi,Yandex,False
be,hr,Yandex,False
be,ht,Yandex,False
be,hu,Yandex,False
be,hy,Yandex,False
be,id,Yandex,False
be,is,Yandex,False
be,it,Yandex,False
be,ja,Yandex,False
be,jv,Yandex,False
be,ka,Yandex,False
be,kk,Yandex,False
be,km,Yandex,False
be,kn,Yandex,False
be,ko,Yandex,False
be,ky,Yandex,False
be,la,Yandex,False
be,lb,Yandex,False
be,lo,Yandex,False
be,lt,Yandex,False
be,lv,Yandex,False
be,mi,Yandex,False
be,mg,Yandex,False
be,mhr,Yandex,False
be,ml,Yandex,False
be,mk,Yandex,False
be,mn,Yandex,False
be,mrj,Yandex,False
be,mr,Yandex,False
be,ms,Yandex,False
be,mt,Yandex,False
be,my,Yandex,False
be,nb,Yandex,False
be,ne,Yandex,False
be,nl,Yandex,False
be,pa,Yandex,False
be,pap,Yandex,False
be,pl,Yandex,False
be,pt,Yandex,False
be,ro,Yandex,False
be,ru,Yandex,False
be,sah,Yandex,False
be,sh,Yandex,False
be,si,Yandex,False
be,simple,Yandex,False
be,sk,Yandex,False
be,sl,Yandex,False
be,sq,Yandex,False
be,sr,Yandex,False
be,su,Yandex,False
be,sv,Yandex,False
be,sw,Yandex,False
be,ta,Yandex,False
be,te,Yandex,False
be,tg,Yandex,False
be,th,Yandex,False
be,tl,Yandex,False
be,tr,Yandex,False
be,tt,Yandex,False
be,udm,Yandex,False
be,uk,Yandex,False
be,ur,Yandex,False
be,uz,Yandex,False
be,vi,Yandex,False
be,wuu,Yandex,False
be,xh,Yandex,False
be,yi,Yandex,False
be,zh,Yandex,False
be-tarask,af,Yandex,False
be-tarask,am,Yandex,False
be-tarask,ar,Yandex,False
be-tarask,az,Yandex,False
be-tarask,ba,Yandex,False
be-tarask,be,Yandex,False
be-tarask,bn,Yandex,False
be-tarask,bg,Yandex,False
be-tarask,bs,Yandex,False
be-tarask,ca,Yandex,False
be-tarask,ceb,Yandex,False
be-tarask,cs,Yandex,False
be-tarask,cv,Yandex,False
be-tarask,cy,Yandex,False
be-tarask,da,Yandex,False
be-tarask,de,Yandex,False
be-tarask,el,Yandex,False
be-tarask,en,Yandex,False
be-tarask,eo,Yandex,False
be-tarask,es,Yandex,False
be-tarask,et,Yandex,False
be-tarask,eu,Yandex,False
be-tarask,fa,Yandex,False
be-tarask,fi,Yandex,False
be-tarask,fr,Yandex,False
be-tarask,ga,Yandex,False
be-tarask,gd,Yandex,False
be-tarask,gl,Yandex,False
be-tarask,gu,Yandex,False
be-tarask,he,Yandex,False
be-tarask,hi,Yandex,False
be-tarask,hr,Yandex,False
be-tarask,ht,Yandex,False
be-tarask,hu,Yandex,False
be-tarask,hy,Yandex,False
be-tarask,id,Yandex,False
be-tarask,is,Yandex,False
be-tarask,it,Yandex,False
be-tarask,ja,Yandex,False
be-tarask,jv,Yandex,False
be-tarask,ka,Yandex,False
be-tarask,kk,Yandex,False
be-tarask,km,Yandex,False
be-tarask,kn,Yandex,False
be-tarask,ko,Yandex,False
be-tarask,ky,Yandex,False
be-tarask,la,Yandex,False
be-tarask,lb,Yandex,False
be-tarask,lo,Yandex,False
be-tarask,lt,Yandex,False
be-tarask,lv,Yandex,False
be-tarask,mi,Yandex,False
be-tarask,mg,Yandex,False
be-tarask,mhr,Yandex,False
be-tarask,ml,Yandex,False
be-tarask,mk,Yandex,False
be-tarask,mn,Yandex,False
be-tarask,mrj,Yandex,False
be-tarask,mr,Yandex,False
be-tarask,ms,Yandex,False
be-tarask,mt,Yandex,False
be-tarask,my,Yandex,False
be-tarask,nb,Yandex,False
be-tarask,ne,Yandex,False
be-tarask,nl,Yandex,False
be-tarask,pa,Yandex,False
be-tarask,pap,Yandex,False
be-tarask,pl,Yandex,False
be-tarask,pt,Yandex,False
be-tarask,ro,Yandex,False
be-tarask,ru,Yandex,False
be-tarask,sah,Yandex,False
be-tarask,sh,Yandex,False
be-tarask,si,Yandex,False
be-tarask,simple,Yandex,False
be-tarask,sk,Yandex,False
be-tarask,sl,Yandex,False
be-tarask,sq,Yandex,False
be-tarask,sr,Yandex,False
be-tarask,su,Yandex,False
be-tarask,sv,Yandex,False
be-tarask,sw,Yandex,False
be-tarask,ta,Yandex,False
be-tarask,te,Yandex,False
be-tarask,tg,Yandex,False
be-tarask,th,Yandex,False
be-tarask,tl,Yandex,False
be-tarask,tr,Yandex,False
be-tarask,tt,Yandex,False
be-tarask,udm,Yandex,False
be-tarask,uk,Yandex,False
be-tarask,ur,Yandex,False
be-tarask,uz,Yandex,False
be-tarask,vi,Yandex,False
be-tarask,wuu,Yandex,False
be-tarask,xh,Yandex,False
be-tarask,yi,Yandex,False
be-tarask,zh,Yandex,False
bn,af,Yandex,False
bn,am,Yandex,False
bn,ar,Yandex,False
bn,az,Yandex,False
bn,ba,Yandex,False
bn,be,Yandex,False
bn,be-tarask,Yandex,False
bn,bg,Yandex,False
bn,bs,Yandex,False
bn,ca,Yandex,False
bn,ceb,Yandex,False
bn,cs,Yandex,False
bn,cv,Yandex,False
bn,cy,Yandex,False
bn,da,Yandex,False
bn,de,Yandex,False
bn,el,Yandex,False
bn,en,Yandex,False
bn,eo,Yandex,False
bn,es,Yandex,False
bn,et,Yandex,False
bn,eu,Yandex,False
bn,fa,Yandex,False
bn,fi,Yandex,False
bn,fr,Yandex,False
bn,ga,Yandex,False
bn,gd,Yandex,False
bn,gl,Yandex,False
bn,gu,Yandex,False
bn,he,Yandex,False
bn,hi,Yandex,False
bn,hr,Yandex,False
bn,ht,Yandex,False
bn,hu,Yandex,False
bn,hy,Yandex,False
bn,id,Yandex,False
bn,is,Yandex,False
bn,it,Yandex,False
bn,ja,Yandex,False
bn,jv,Yandex,False
bn,ka,Yandex,False
bn,kk,Yandex,False
bn,km,Yandex,False
bn,kn,Yandex,False
bn,ko,Yandex,False
bn,ky,Yandex,False
bn,la,Yandex,False
bn,lb,Yandex,False
bn,lo,Yandex,False
bn,lt,Yandex,False
bn,lv,Yandex,False
bn,mi,Yandex,False
bn,mg,Yandex,False
bn,mhr,Yandex,False
bn,ml,Yandex,False
bn,mk,Yandex,False
bn,mn,Yandex,False
bn,mrj,Yandex,False
bn,mr,Yandex,False
bn,ms,Yandex,False
bn,mt,Yandex,False
bn,my,Yandex,False
bn,nb,Yandex,False
bn,ne,Yandex,False
bn,nl,Yandex,False
bn,pa,Yandex,False
bn,pap,Yandex,False
bn,pl,Yandex,False
bn,pt,Yandex,False
bn,ro,Yandex,False
bn,ru,Yandex,False
bn,sah,Yandex,False
bn,sh,Yandex,False
bn,si,Yandex,False
bn,simple,Yandex,False
bn,sk,Yandex,False
bn,sl,Yandex,False
bn,sq,Yandex,False
bn,sr,Yandex,False
bn,su,Yandex,False
bn,sv,Yandex,False
bn,sw,Yandex,False
bn,ta,Yandex,False
bn,te,Yandex,False
bn,tg,Yandex,False
bn,th,Yandex,False
bn,tl,Yandex,False
bn,tr,Yandex,False
bn,tt,Yandex,False
bn,udm,Yandex,False
bn,uk,Yandex,False
bn,ur,Yandex,False
bn,uz,Yandex,False
bn,vi,Yandex,False
bn,wuu,Yandex,False
bn,xh,Yandex,False
bn,yi,Yandex,False
bn,zh,Yandex,False
bg,af,Yandex,False
bg,am,Yandex,False
bg,ar,Yandex,False
bg,az,Yandex,False
bg,ba,Yandex,False
bg,be,Yandex,False
bg,be-tarask,Yandex,False
bg,bn,Yandex,False
bg,bs,Yandex,False
bg,ca,Yandex,False
bg,ceb,Yandex,False
bg,cs,Yandex,False
bg,cv,Yandex,False
bg,cy,Yandex,False
bg,da,Yandex,False
bg,de,Yandex,False
bg,el,Yandex,False
bg,en,Yandex,False
bg,eo,Yandex,False
bg,es,Yandex,False
bg,et,Yandex,False
bg,eu,Yandex,False
bg,fa,Yandex,False
bg,fi,Yandex,False
bg,fr,Yandex,False
bg,ga,Yandex,False
bg,gd,Yandex,False
bg,gl,Yandex,False
bg,gu,Yandex,False
bg,he,Yandex,False
bg,hi,Yandex,False
bg,hr,Yandex,False
bg,ht,Yandex,False
bg,hu,Yandex,False
bg,hy,Yandex,False
bg,id,Yandex,False
bg,is,Yandex,False
bg,it,Yandex,False
bg,ja,Yandex,False
bg,jv,Yandex,False
bg,ka,Yandex,False
bg,kk,Yandex,False
bg,km,Yandex,False
bg,kn,Yandex,False
bg,ko,Yandex,False
bg,ky,Yandex,False
bg,la,Yandex,False
bg,lb,Yandex,False
bg,lo,Yandex,False
bg,lt,Yandex,False
bg,lv,Yandex,False
bg,mi,Yandex,False
bg,mg,Yandex,False
bg,mhr,Yandex,False
bg,ml,Yandex,False
bg,mk,Yandex,False
bg,mn,Yandex,False
bg,mrj,Yandex,False
bg,mr,Yandex,False
bg,ms,Yandex,False
bg,mt,Yandex,False
bg,my,Yandex,False
bg,nb,Yandex,False
bg,ne,Yandex,False
bg,nl,Yandex,False
bg,pa,Yandex,False
bg,pap,Yandex,False
bg,pl,Yandex,False
bg,pt,Yandex,False
bg,ro,Yandex,False
bg,ru,Yandex,False
bg,sah,Yandex,False
bg,sh,Yandex,False
bg,si,Yandex,False
bg,simple,Yandex,False
bg,sk,Yandex,False
bg,sl,Yandex,False
bg,sq,Yandex,False
bg,sr,Yandex,False
bg,su,Yandex,False
bg,sv,Yandex,False
bg,sw,Yandex,False
bg,ta,Yandex,False
bg,te,Yandex,False
bg,tg,Yandex,False
bg,th,Yandex,False
bg,tl,Yandex,False
bg,tr,Yandex,False
bg,tt,Yandex,False
bg,udm,Yandex,False
bg,uk,Yandex,False
bg,ur,Yandex,False
bg,uz,Yandex,False
bg,vi,Yandex,False
bg,wuu,Yandex,False
bg,xh,Yandex,False
bg,yi,Yandex,False
bg,zh,Yandex,False
bs,af,Yandex,False
bs,am,Yandex,False
bs,ar,Yandex,False
bs,az,Yandex,False
bs,ba,Yandex,False
bs,be,Yandex,False
bs,be-tarask,Yandex,False
bs,bn,Yandex,False
bs,bg,Yandex,False
bs,ca,Yandex,False
bs,ceb,Yandex,False
bs,cs,Yandex,False
bs,cv,Yandex,False
bs,cy,Yandex,False
bs,da,Yandex,False
bs,de,Yandex,False
bs,el,Yandex,False
bs,en,Yandex,False
bs,eo,Yandex,False
bs,es,Yandex,False
bs,et,Yandex,False
bs,eu,Yandex,False
bs,fa,Yandex,False
bs,fi,Yandex,False
bs,fr,Yandex,False
bs,ga,Yandex,False
bs,gd,Yandex,False
bs,gl,Yandex,False
bs,gu,Yandex,False
bs,he,Yandex,False
bs,hi,Yandex,False
bs,hr,Yandex,False
bs,ht,Yandex,False
bs,hu,Yandex,False
bs,hy,Yandex,False
bs,id,Yandex,False
bs,is,Yandex,False
bs,it,Yandex,False
bs,ja,Yandex,False
bs,jv,Yandex,False
bs,ka,Yandex,False
bs,kk,Yandex,False
bs,km,Yandex,False
bs,kn,Yandex,False
bs,ko,Yandex,False
bs,ky,Yandex,False
bs,la,Yandex,False
bs,lb,Yandex,False
bs,lo,Yandex,False
bs,lt,Yandex,False
bs,lv,Yandex,False
bs,mi,Yandex,False
bs,mg,Yandex,False
bs,mhr,Yandex,False
bs,ml,Yandex,False
bs,mk,Yandex,False
bs,mn,Yandex,False
bs,mrj,Yandex,False
bs,mr,Yandex,False
bs,ms,Yandex,False
bs,mt,Yandex,False
bs,my,Yandex,False
bs,nb,Yandex,False
bs,ne,Yandex,False
bs,nl,Yandex,False
bs,pa,Yandex,False
bs,pap,Yandex,False
bs,pl,Yandex,False
bs,pt,Yandex,False
bs,ro,Yandex,False
bs,ru,Yandex,False
bs,sah,Yandex,False
bs,sh,Yandex,False
bs,si,Yandex,False
bs,simple,Yandex,False
bs,sk,Yandex,False
bs,sl,Yandex,False
bs,sq,Yandex,False
bs,sr,Yandex,False
bs,su,Yandex,False
bs,sv,Yandex,False
bs,sw,Yandex,False
bs,ta,Yandex,False
bs,te,Yandex,False
bs,tg,Yandex,False
bs,th,Yandex,False
bs,tl,Yandex,False
bs,tr,Yandex,False
bs,tt,Yandex,False
bs,udm,Yandex,False
bs,uk,Yandex,False
bs,ur,Yandex,False
bs,uz,Yandex,False
bs,vi,Yandex,False
bs,wuu,Yandex,False
bs,xh,Yandex,False
bs,yi,Yandex,False
bs,zh,Yandex,False
ca,af,Yandex,False
ca,am,Yandex,False
ca,ar,Yandex,False
ca,az,Yandex,False
ca,ba,Yandex,False
ca,be,Yandex,False
ca,be-tarask,Yandex,False
ca,bn,Yandex,False
ca,bg,Yandex,False
ca,bs,Yandex,False
ca,ceb,Yandex,False
ca,cs,Yandex,False
ca,cv,Yandex,False
ca,cy,Yandex,False
ca,da,Yandex,False
ca,de,Yandex,False
ca,el,Yandex,False
ca,en,Yandex,False
ca,eo,Yandex,False
ca,es,Yandex,False
ca,et,Yandex,False
ca,eu,Yandex,False
ca,fa,Yandex,False
ca,fi,Yandex,False
ca,fr,Yandex,False
ca,ga,Yandex,False
ca,gd,Yandex,False
ca,gl,Yandex,False
ca,gu,Yandex,False
ca,he,Yandex,False
ca,hi,Yandex,False
ca,hr,Yandex,False
ca,ht,Yandex,False
ca,hu,Yandex,False
ca,hy,Yandex,False
ca,id,Yandex,False
ca,is,Yandex,False
ca,it,Yandex,False
ca,ja,Yandex,False
ca,jv,Yandex,False
ca,ka,Yandex,False
ca,kk,Yandex,False
ca,km,Yandex,False
ca,kn,Yandex,False
ca,ko,Yandex,False
ca,ky,Yandex,False
ca,la,Yandex,False
ca,lb,Yandex,False
ca,lo,Yandex,False
ca,lt,Yandex,False
ca,lv,Yandex,False
ca,mi,Yandex,False
ca,mg,Yandex,False
ca,mhr,Yandex,False
ca,ml,Yandex,False
ca,mk,Yandex,False
ca,mn,Yandex,False
ca,mrj,Yandex,False
ca,mr,Yandex,False
ca,ms,Yandex,False
ca,mt,Yandex,False
ca,my,Yandex,False
ca,nb,Yandex,False
ca,ne,Yandex,False
ca,nl,Yandex,False
ca,pa,Yandex,False
ca,pap,Yandex,False
ca,pl,Yandex,False
ca,pt,Yandex,False
ca,ro,Yandex,False
ca,ru,Yandex,False
ca,sah,Yandex,False
ca,sh,Yandex,False
ca,si,Yandex,False
ca,simple,Yandex,False
ca,sk,Yandex,False
ca,sl,Yandex,False
ca,sq,Yandex,False
ca,sr,Yandex,False
ca,su,Yandex,False
ca,sv,Yandex,False
ca,sw,Yandex,False
ca,ta,Yandex,False
ca,te,Yandex,False
ca,tg,Yandex,False
ca,th,Yandex,False
ca,tl,Yandex,False
ca,tr,Yandex,False
ca,tt,Yandex,False
ca,udm,Yandex,False
ca,uk,Yandex,False
ca,ur,Yandex,False
ca,uz,Yandex,False
ca,vi,Yandex,False
ca,wuu,Yandex,False
ca,xh,Yandex,False
ca,yi,Yandex,False
ca,zh,Yandex,False
ceb,af,Yandex,False
ceb,am,Yandex,False
ceb,ar,Yandex,False
ceb,az,Yandex,False
ceb,ba,Yandex,False
ceb,be,Yandex,False
ceb,be-tarask,Yandex,False
ceb,bn,Yandex,False
ceb,bg,Yandex,False
